Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-20 16:16:42.647,6.477,TCP  ,EXT_SERVER,22,10004_36,28504.0,6,    1386,1,.AP.S.,0,suspicious,---,---,---
2017-03-20 16:13:37.355,15.345,TCP  ,10006_27,34787,EXT_SERVER,22.0,15,    2531,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:13:37.355,15.345,TCP  ,EXT_SERVER,22,10006_27,34787.0,21,    3366,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:14:44.030,2.58,TCP  ,10331_203,35019,EXT_SERVER,22.0,12,    1345,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:14:44.030,2.58,TCP  ,EXT_SERVER,22,10331_203,35019.0,14,    2153,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:17:42.576,6.271,TCP  ,10004_36,56245,EXT_SERVER,22.0,5,     280,1,.APRSF,0,suspicious,---,---,---
2017-03-20 16:17:42.576,6.271,TCP  ,EXT_SERVER,22,10004_36,56245.0,6,     508,1,.AP.S.,0,suspicious,---,---,---
2017-03-20 16:14:58.234,10.858,TCP  ,10006_27,29536,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:14:58.234,10.858,TCP  ,EXT_SERVER,22,10006_27,29536.0,17,    3081,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:18:27.253,5.601,TCP  ,10004_36,19725,EXT_SERVER,22.0,2,     112,1,.A.RS.,0,suspicious,---,---,---
2017-03-20 16:18:27.253,5.601,TCP  ,EXT_SERVER,22,10004_36,19725.0,3,     180,1,.A..S.,0,suspicious,---,---,---
2017-03-20 16:18:35.063,0.0,TCP  ,17802_252,19486,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-20 16:18:35.063,0.0,TCP  ,EXT_SERVER,23,17802_252,19486.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-20 16:16:01.519,12.044,TCP  ,10006_27,45070,EXT_SERVER,22.0,16,    2227,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:16:01.519,12.044,TCP  ,EXT_SERVER,22,10006_27,45070.0,20,    3290,1,.AP.SF,0,suspicious,---,---,---
2017-03-20 16:16:40.252,0.099,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65356.0,7,     561,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.252,0.099,TCP  ,OPENSTACK_NET,65356,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.254,0.108,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65357.0,7,    1725,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.254,0.108,TCP  ,OPENSTACK_NET,65357,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.292,0.111,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65358.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.292,0.111,TCP  ,OPENSTACK_NET,65358,EXT_SERVER,8000.0,7,     638,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.293,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65359.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.293,0.075,TCP  ,OPENSTACK_NET,65359,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.552,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,58867.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.552,0.047,TCP  ,OPENSTACK_NET,58867,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.553,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,58868.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.553,0.058,TCP  ,OPENSTACK_NET,58868,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.597,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,58869.0,7,     561,1,.AP.SF,0,normal,---,---,---
2017-03-20 16:16:40.597,0.053,TCP  ,OPENSTACK_NET,58869,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---
