Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-18 02:24:23.560,8.525,TCP  ,EXT_SERVER,22,10012_224,57495.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:24:23.560,8.525,TCP  ,10012_224,57495,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:02.795,32.999,TCP  ,EXT_SERVER,80,12947_37,44410.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:02.795,32.999,TCP  ,12947_37,44410,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:05.796,30.999,TCP  ,EXT_SERVER,80,12947_37,58760.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:05.796,30.999,TCP  ,12947_37,58760,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:08.800,32.998,TCP  ,EXT_SERVER,80,12947_37,44840.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:08.800,32.998,TCP  ,12947_37,44840,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 02:24:31.796,9.621,TCP  ,EXT_SERVER,22,10012_224,59178.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:24:31.796,9.621,TCP  ,10012_224,59178,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:11.801,30.997,TCP  ,EXT_SERVER,80,12947_37,59143.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:11.801,30.997,TCP  ,12947_37,59143,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 02:27:20.992,22.529,TCP  ,14105_47,26938,EXT_SERVER,22.0,26,    3004,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:27:20.992,22.529,TCP  ,EXT_SERVER,22,14105_47,26938.0,26,    3745,1,.APRSF,0,suspicious,---,---,---
2017-03-18 01:29:14.804,32.998,TCP  ,EXT_SERVER,80,12947_37,45203.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:14.804,32.998,TCP  ,12947_37,45203,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:17.805,30.997,TCP  ,EXT_SERVER,80,12947_37,59464.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:17.805,30.997,TCP  ,12947_37,59464,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 02:24:41.129,9.446,TCP  ,EXT_SERVER,22,10012_224,37308.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:24:41.129,9.446,TCP  ,10012_224,37308,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:20.809,32.997,TCP  ,EXT_SERVER,80,12947_37,45572.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:20.809,32.997,TCP  ,12947_37,45572,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:23.809,30.997,TCP  ,EXT_SERVER,80,12947_37,59888.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:23.809,30.997,TCP  ,12947_37,59888,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:26.812,32.998,TCP  ,EXT_SERVER,80,12947_37,45955.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:26.812,32.998,TCP  ,12947_37,45955,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 02:24:50.282,9.107,TCP  ,EXT_SERVER,22,10012_224,41535.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:24:50.282,9.107,TCP  ,10012_224,41535,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:29.813,30.997,TCP  ,EXT_SERVER,80,12947_37,60272.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:29.813,30.997,TCP  ,12947_37,60272,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 02:27:44.023,20.899,TCP  ,14105_47,35024,EXT_SERVER,22.0,27,    3072,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:27:44.023,20.899,TCP  ,EXT_SERVER,22,14105_47,35024.0,26,    3745,1,.APRSF,0,suspicious,---,---,---
2017-03-18 01:29:32.816,32.998,TCP  ,EXT_SERVER,80,12947_37,46343.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:32.816,32.998,TCP  ,12947_37,46343,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:35.817,31.001,TCP  ,EXT_SERVER,80,12947_37,60642.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:35.817,31.001,TCP  ,12947_37,60642,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 02:24:59.106,9.938,TCP  ,EXT_SERVER,22,10012_224,45216.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:24:59.106,9.938,TCP  ,10012_224,45216,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:38.820,32.998,TCP  ,EXT_SERVER,80,12947_37,46759.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:38.820,32.998,TCP  ,12947_37,46759,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:41.821,30.998,TCP  ,EXT_SERVER,80,12947_37,32853.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:41.821,30.998,TCP  ,12947_37,32853,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:44.824,32.998,TCP  ,EXT_SERVER,80,12947_37,47206.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:44.824,32.998,TCP  ,12947_37,47206,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:47.825,30.997,TCP  ,EXT_SERVER,80,12947_37,33263.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:47.825,30.997,TCP  ,12947_37,33263,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 02:25:08.750,9.725,TCP  ,EXT_SERVER,22,10012_224,50265.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:08.750,9.725,TCP  ,10012_224,50265,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:50.828,32.998,TCP  ,EXT_SERVER,80,12947_37,47540.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:50.828,32.998,TCP  ,12947_37,47540,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 01:29:53.829,30.997,TCP  ,EXT_SERVER,80,12947_37,33612.0,7,     420,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:53.829,30.997,TCP  ,12947_37,33612,EXT_SERVER,80.0,2,     120,1,....S.,0,unknown,---,---,---
2017-03-18 02:25:18.179,10.167,TCP  ,EXT_SERVER,22,10012_224,57833.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:18.179,10.167,TCP  ,10012_224,57833,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 01:29:56.833,32.998,TCP  ,EXT_SERVER,80,12947_37,48104.0,8,     480,1,.A..S.,0,unknown,---,---,---
2017-03-18 01:29:56.833,32.998,TCP  ,12947_37,48104,EXT_SERVER,80.0,3,     180,1,....S.,0,unknown,---,---,---
2017-03-18 02:28:05.421,23.901,TCP  ,14105_47,26834,EXT_SERVER,22.0,27,    3056,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:28:05.421,23.901,TCP  ,EXT_SERVER,22,14105_47,26834.0,26,    3745,1,.APRSF,0,suspicious,---,---,---
2017-03-18 02:25:25.781,10.07,TCP  ,10008_104,44368,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:25.781,10.07,TCP  ,EXT_SERVER,22,10008_104,44368.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:28.049,10.195,TCP  ,EXT_SERVER,22,10012_224,38573.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:28.049,10.195,TCP  ,10012_224,38573,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:40.177,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62211.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.177,0.075,TCP  ,OPENSTACK_NET,62211,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.177,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62212.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.177,0.052,TCP  ,OPENSTACK_NET,62212,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.572,0.043,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50722.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.572,0.043,TCP  ,OPENSTACK_NET,50722,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.572,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50721.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:40.572,0.057,TCP  ,OPENSTACK_NET,50721,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:42.216,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62215.0,7,     639,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:42.216,0.059,TCP  ,OPENSTACK_NET,62215,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:42.243,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50725.0,7,     639,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:42.243,0.057,TCP  ,OPENSTACK_NET,50725,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---
2017-03-18 02:25:35.560,9.48,TCP  ,10008_104,53536,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:35.560,9.48,TCP  ,EXT_SERVER,22,10008_104,53536.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:28:39.047,7.399,TCP  ,10004_36,12558,EXT_SERVER,22.0,2,     106,1,...RS.,0,suspicious,---,---,---
2017-03-18 02:28:39.047,7.399,TCP  ,EXT_SERVER,22,10004_36,12558.0,4,     240,1,.A..S.,0,suspicious,---,---,---
2017-03-18 02:25:37.940,9.598,TCP  ,EXT_SERVER,22,10012_224,46722.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:25:37.940,9.598,TCP  ,10012_224,46722,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---
2017-03-18 02:28:46.453,4.223,TCP  ,10008_104,54180,EXT_SERVER,22.0,14,    1931,1,.APRSF,0,suspicious,---,---,---
